Название,Текущая цена,Старая цена,Скидка,Рейтинг,Отзывы,Категория,Ссылка,Скидка_тг,Ценовой_сегмент,Индекс_популярности
"30339787_868193459 длина 20 см мельхиор, мельхиор",547,547,0%,0,0,all,https://kaspi.kz/shop/p/30339787-868193459-dlina-20-sm-mel-hior-mel-hior-133850501/?c=750000000,0,Средний,0
"30292868_302559152 длина 22 см медицинское золото, фианит",837,837,0%,0,0,all,https://kaspi.kz/shop/p/30292868-302559152-dlina-22-sm-meditsinskoe-zoloto-fianit-120124325/?c=750000000,0,Средний,0
"серьги цветы бижутерный сплав, без вставок",299,299,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-tsvety-bizhuternyi-splav-bez-vstavok-129625002/?c=750000000,0,Бюджет,0
"серьги mwahjewelry бижутерный сплав, без вставок",460,460,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-mwahjewelry-bizhuternyi-splav-bez-vstavok-158391602/?c=750000000,0,Средний,0
"набор размер регулируемый бижутерный сплав, эмаль",210,210,0%,0,0,all,https://kaspi.kz/shop/p/nabor-razmer-reguliruemyi-bizhuternyi-splav-emal--114140090/?c=750000000,0,Бюджет,0
"кольцо обручальное xuping jewelry размер 17 медицинское золото, без вставок",398,398,0%,0,0,all,https://kaspi.kz/shop/p/kol-tso-obruchal-noe-xuping-jewelry-razmer-17-meditsinskoe-zoloto-bez-vstavok-117855927/?c=750000000,0,Бюджет,0
"серьги-цепочки медицинская сталь, без вставок",580,580,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-tsepochki-meditsinskaja-stal-bez-vstavok-147807864/?c=750000000,0,Средний,0
"серьги asphodel бижутерный сплав, без вставок",146,146,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-asphodel-bazovaja-kollektsija-bizhuternyi-splav-bez-vstavok-122280973/?c=750000000,0,Бюджет,0
"серьги larey романтика gold бижутерный сплав, без вставок",790,790,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-larey-romantika-gold-bizhuternyi-splav-bez-vstavok-144164416/?c=750000000,0,Средний,0
"медицинская сталь, фианит, цирконий",1490,1490,0%,0,0,all,https://kaspi.kz/shop/p/meditsinskaja-stal-fianit-tsirkonii-131619518/?c=750000000,0,Премиум,0
четки sxh5136 электронные пластик,500,500,0%,0,0,all,https://kaspi.kz/shop/p/chetki-sxh5136-elektronnye-plastik-110296939/?c=750000000,0,Средний,0
"набор бижутерный сплав, пластик, стразы",448,448,0%,0,0,all,https://kaspi.kz/shop/p/nabor-asyl1-bizhuternyi-splav-plastik-strazy-136186165/?c=750000000,0,Средний,0
"колье amador 20000975467 длина 45 см вес 3 г серебро, фианит swarovski",4999,4999,0%,0,0,all,https://kaspi.kz/shop/p/kol-e-amador-20000975467-dlina-45-sm-ves-3-g-serebro-fianit-swarovski-107704065/?c=750000000,0,Премиум,0
"браслет burker 320249977 длина 14 см нержавеющая сталь, металл",9984,9984,0%,0,0,all,https://kaspi.kz/shop/p/braslet-burker-320249977-dlina-14-sm-nerzhavejuschaja-stal-metall-140738773/?c=750000000,0,Премиум,0
"a steel 9987345_5668 длина 18 см бижутерный сплав, медицинская сталь, кристаллы",992,992,0%,0,0,all,https://kaspi.kz/shop/p/a-steel-9987345-5668-dlina-18-sm-bizhuternyi-splav-meditsinskaja-stal-kristally-117011019/?c=750000000,0,Премиум,0
"delight бижутерный сплав, жемчуг",688,688,0%,0,0,all,https://kaspi.kz/shop/p/delight-bizhuternyi-splav-zhemchug-118083939/?c=750000000,0,Средний,0
"подвеска l тетрадь смерти бижутерный сплав, без вставок",979,979,0%,0,0,all,https://kaspi.kz/shop/p/podveska-l-tetrad-smerti-bizhuternyi-splav-bez-vstavok-131312607/?c=750000000,0,Средний,0
"набор fashion jewelry базовая коллекция бижутерный сплав, искусственный жемчуг",422,422,0%,0,0,all,https://kaspi.kz/shop/p/nabor-fashion-jewelry-bazovaja-kollektsija-bizhuternyi-splav-iskusstvennyi-zhemchug-110340344/?c=750000000,0,Бюджет,0
"конго billiza бижутерный сплав, без вставок",199,199,0%,0,0,all,https://kaspi.kz/shop/p/kongo-billiza-bizhuternyi-splav-bez-vstavok-142098757/?c=750000000,0,Бюджет,0
"stainless steel siri длина 24 см текстиль, титан, без вставок",699,699,0%,0,0,all,https://kaspi.kz/shop/p/stainless-steel-siri-dlina-24-sm-tekstil-titan-bez-vstavok-139043446/?c=750000000,0,Средний,0
"accessorize 000012345 длина 23 см стекло, натуральный камень, агат",398,398,0%,0,0,all,https://kaspi.kz/shop/p/accessorize-000012345-dlina-23-sm-steklo-natural-nyi-kamen-agat-110133529/?c=750000000,0,Бюджет,0
чокер длина 120 см текстиль без вставок,300,300,0%,0,0,all,https://kaspi.kz/shop/p/choker-dlina-120-sm-tekstil-bez-vstavok-114890688/?c=750000000,0,Бюджет,0
"серьги-цепочки larey серьги 2 в 1 бижутерный сплав, стразы",890,890,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-tsepochki-larey-ser-gi-2-v-1-bizhuternyi-splav-strazy-141704527/?c=750000000,0,Средний,0
"медицинская сталь, медицинское золото, без вставок",1802,1802,0%,0,0,all,https://kaspi.kz/shop/p/meditsinskaja-stal-meditsinskoe-zoloto-bez-vstavok-141432317/?c=750000000,0,Премиум,0
"18253441_351422620 длина 23 см титан, эмаль",515,515,0%,0,0,all,https://kaspi.kz/shop/p/18253441-351422620-dlina-23-sm-titan-emal--145543657/?c=750000000,0,Средний,0
"этносотуар длина 100 см латунь, муранское стекло, керамика",3397,3397,0%,0,0,all,https://kaspi.kz/shop/p/etnosotuar-dlina-100-sm-latun-muranskoe-steklo-keramika-141769914/?c=750000000,0,Премиум,0
"пусеты ipekyolu jewellery 0.5 карат 2502-04/271023ay вес 2 г серебро, муассанит",998,998,0%,0,0,all,https://kaspi.kz/shop/p/pusety-ipekyolu-jewellery-0-5-karat-2502-04-271023ay-ves-2-g-serebro-muassanit-114221734/?c=750000000,0,Премиум,0
"серьги ласточка n квадрат бижутерный сплав, без вставок",276,276,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-lastochka-n-kvadrat-bizhuternyi-splav-bez-vstavok-108041798/?c=750000000,0,Бюджет,0
цепь larey бабочка длина 40 см бижутерный сплав страз,690,690,0%,0,0,all,https://kaspi.kz/shop/p/tsep-larey-babochka-dlina-40-sm-bizhuternyi-splav-straz-152476975/?c=750000000,0,Средний,0
"17066175_406755 длина 23 см бижутерный сплав, без вставок",360,360,0%,0,0,all,https://kaspi.kz/shop/p/17066175-406755-dlina-23-sm-bizhuternyi-splav-bez-vstavok-113955673/?c=750000000,0,Бюджет,0
цепь длина 40 см медицинская сталь без вставок,1442,1442,0%,0,0,all,https://kaspi.kz/shop/p/tsep-dlina-40-sm-meditsinskaja-stal-bez-vstavok-114939193/?c=750000000,0,Премиум,0
четки электронные пластик,337,337,0%,0,0,all,https://kaspi.kz/shop/p/chetki-elektronnye-plastik-119249623/?c=750000000,0,Бюджет,0
"кафф базовая коллекция бижутерный сплав, стразы",197,197,0%,0,0,all,https://kaspi.kz/shop/p/kaff-bazovaja-kollektsija-bizhuternyi-splav-strazy-134650695/?c=750000000,0,Бюджет,0
"17066175_381295793 длина 23 см бижутерный сплав, без вставок",340,340,0%,0,0,all,https://kaspi.kz/shop/p/17066175-381295793-dlina-23-sm-bizhuternyi-splav-bez-vstavok-117533579/?c=750000000,0,Бюджет,0
"larey длина 22 см бижутерный сплав, бисер",999,999,0%,0,0,all,https://kaspi.kz/shop/p/larey-986347875-dlina-22-sm-bizhuternyi-splav-biser-122242610/?c=750000000,0,Премиум,0
"серьги larey whale tail бижутерный сплав, стразы, искусственный жемчуг",690,690,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-larey-whale-tail-bizhuternyi-splav-strazy-iskusstvennyi-zhemchug-145270482/?c=750000000,0,Средний,0
"нержавеющая сталь, жемчуг",812,812,0%,0,0,all,https://kaspi.kz/shop/p/nerzhavejuschaja-stal-zhemchug-117556519/?c=750000000,0,Средний,0
"serebro 07640 длина 45 см, вес 3.2 г серебро, плетение якорное",2477,2477,0%,0,0,all,https://kaspi.kz/shop/p/serebro-07640-dlina-45-sm-ves-3-2-g-serebro-pletenie-jakornoe-114347620/?c=750000000,0,Премиум,0
"сотуар melissimo vc длина 90 см сталь, оникс",1179,1179,0%,0,0,all,https://kaspi.kz/shop/p/sotuar-melissimo-vc-dlina-90-sm-stal-oniks-121723260/?c=750000000,0,Премиум,0
"серьги базовая коллекция бижутерный сплав, без вставок",240,240,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-bazovaja-kollektsija-bizhuternyi-splav-bez-vstavok-123612720/?c=750000000,0,Бюджет,0
"пусеты базовая коллекция бижутерный сплав, стекло",176,176,0%,0,0,all,https://kaspi.kz/shop/p/pusety-bazovaja-kollektsija-bizhuternyi-splav-steklo-113163620/?c=750000000,0,Бюджет,0
"кольцо ласточка размер регулируемый медь, стразы",399,399,0%,0,0,all,https://kaspi.kz/shop/p/kol-tso-lastochka-razmer-reguliruemyi-med-strazy-109630638/?c=750000000,0,Бюджет,0
"26382826 длина 18 см кошачий глаз, агат",1201,1201,0%,0,0,all,https://kaspi.kz/shop/p/26382826-dlina-18-sm-koshachii-glaz-agat-106651435/?c=750000000,0,Премиум,0
"серьги modu бижутерный сплав, стразы",475,475,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-modu-modu-bizhuternyi-splav-strazy-139814199/?c=750000000,0,Средний,0
"серьги ab базовая коллекция бижутерный сплав, искусственный камень",844,844,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-ab-bazovaja-kollektsija-bizhuternyi-splav-iskusstvennyi-kamen--113204527/?c=750000000,0,Средний,0
"брошь базовая коллекция бижутерный сплав, бисер, стекло",697,697,0%,0,0,all,https://kaspi.kz/shop/p/brosh-bazovaja-kollektsija-bizhuternyi-splav-biser-steklo-132474394/?c=750000000,0,Средний,0
цепь adaline длина 40 см бижутерный сплав без вставок,499,499,0%,0,0,all,https://kaspi.kz/shop/p/tsep-adaline-0036-dlina-40-sm-bizhuternyi-splav-bez-vstavok-146078142/?c=750000000,0,Средний,0
"серьги базовая коллекция бижутерный сплав, искусственный жемчуг",367,367,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-bazovaja-kollektsija-bizhuternyi-splav-iskusstvennyi-zhemchug-122934510/?c=750000000,0,Бюджет,0
цепь dina сердечко длина 45 см бижутерный сплав без вставок,588,588,0%,0,0,all,https://kaspi.kz/shop/p/tsep-dina-serdechko-dlina-45-sm-bizhuternyi-splav-bez-vstavok-146626513/?c=750000000,0,Средний,0
"чокер sezim длина 31 см искусственный жемчуг, сталь, нержавеющая сталь бисер, без вставок",760,760,0%,0,0,all,https://kaspi.kz/shop/p/choker-sezim-dlina-31-sm-iskusstvennyi-zhemchug-stal-nerzhavejuschaja-stal-biser-bez-vstavok-121206001/?c=750000000,0,Средний,0
"xuping медицинская сталь, фианит",1378,1378,0%,0,0,all,https://kaspi.kz/shop/p/xuping-meditsinskaja-stal-fianit-123593031/?c=750000000,0,Премиум,0
цепь stainless steel длина 44 см нержавеющая сталь без вставок,700,700,0%,0,0,all,https://kaspi.kz/shop/p/tsep-stainless-steel-dlina-44-sm-nerzhavejuschaja-stal-bez-vstavok-116899271/?c=750000000,0,Средний,0
"брошь базовая коллекция медь, стразы",501,501,0%,0,0,all,https://kaspi.kz/shop/p/brosh-bazovaja-kollektsija-med-strazy-128970753/?c=750000000,0,Средний,0
"набор «pearl elegance» (6 пар) бижутерный сплав, ювелирный сплав, перламутр, искусственный жемчуг",1200,1200,0%,0,0,all,https://kaspi.kz/shop/p/nabor-pearl-elegance-6-par-bizhuternyi-splav-juvelirnyi-splav-perlamutr-iskusstvennyi-zhemchug-157159632/?c=750000000,0,Премиум,0
"emeli lux 0006 вес 10 г серебро, сплав покрытый серебром 925, фианит",13000,13000,0%,0,0,all,https://kaspi.kz/shop/p/emeli-lux-0006-ves-10-g-serebro-splav-pokrytyi-serebrom-925-fianit-143012770/?c=750000000,0,Премиум,0
"xuping jewelry медицинская сталь, медицинское золото, фианит",3147,3147,0%,0,0,all,https://kaspi.kz/shop/p/xuping-jewelry-meditsinskaja-stal-meditsinskoe-zoloto-fianit-134387772/?c=750000000,0,Премиум,0
"кафф базовая коллекция нержавеющая сталь, без вставок",159,159,0%,0,0,all,https://kaspi.kz/shop/p/kaff-bazovaja-kollektsija-nerzhavejuschaja-stal-bez-vstavok-128009795/?c=750000000,0,Бюджет,0
"джевелюкс 340865541 длина 19 см натуральный камень, шунгит, гематит, гематит",299,299,0%,0,0,all,https://kaspi.kz/shop/p/dzheveljuks-340865541-dlina-19-sm-natural-nyi-kamen-shungit-gematit-gematit-106260492/?c=750000000,0,Бюджет,0
"бусы, чокер xuping jewelry n длина 150 см жемчуг жемчуг",499,499,0%,0,0,all,https://kaspi.kz/shop/p/busy-choker-xuping-jewelry-n-dlina-150-sm-zhemchug-zhemchug-106746835/?c=750000000,0,Средний,0
"кольцо размер регулируемый бижутерный сплав, без вставок",211,211,0%,0,0,all,https://kaspi.kz/shop/p/kol-tso-razmer-reguliruemyi-bizhuternyi-splav-bez-vstavok-115026884/?c=750000000,0,Бюджет,0
"серьги tati collection jefe 0,5mm жемчуг , гвоздики , пусет , серьги с жемчугом , бижутерия медь, жемчуг",279,279,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-tati-collection-jefe-0-5mm-zhemchug-gvozdiki-puset-ser-gi-s-zhemchugom-bizhuterija-med-zhemchug-117977549/?c=750000000,0,Бюджет,0
"серьги larey базовая коллекция бижутерный сплав, стразы",890,890,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-larey-bazovaja-kollektsija-bizhuternyi-splav-strazy-138115828/?c=750000000,0,Средний,0
чокер длина 40 см текстиль жемчуг,891,891,0%,0,0,all,https://kaspi.kz/shop/p/choker-dlina-40-sm-tekstil-zhemchug-112730748/?c=750000000,0,Средний,0
"ok style 301090360 длина 30 см бижутерный сплав, бисер",591,591,0%,0,0,all,https://kaspi.kz/shop/p/ok-style-301090360-dlina-30-sm-bizhuternyi-splav-biser-110184911/?c=750000000,0,Средний,0
"серьги серебрико 7888788 вес 1.3 г серебро, фианит",1199,1199,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-serebriko-7888788-ves-1-3-g-serebro-fianit-142573793/?c=750000000,0,Премиум,0
"larey летний танец длина 22 см бижутерный сплав, стразы",999,999,0%,0,0,all,https://kaspi.kz/shop/p/larey-letnii-tanets-dlina-22-sm-bizhuternyi-splav-strazy-142665893/?c=750000000,0,Премиум,0
"серьги larey lueur gold бижутерный сплав, стразы",890,890,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-larey-lueur-gold-bizhuternyi-splav-strazy-154628235/?c=750000000,0,Средний,0
"серьги larey elegant gold бижутерный сплав, стразы",890,890,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-larey-elegant-gold-bizhuternyi-splav-strazy-154628263/?c=750000000,0,Средний,0
"aq.kerbez хюррем 7.3 размер 19 вес 7.7 г серебро, изумруд",15900,15900,0%,0,0,all,https://kaspi.kz/shop/p/aq-kerbez-hjurrem-7-3-razmer-19-ves-7-7-g-serebro-izumrud-141108479/?c=750000000,0,Премиум,0
"серьги nina medical базовая коллекция медицинская сталь, рубин",990,990,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-nina-medical-bazovaja-kollektsija-meditsinskaja-stal-rubin-109891146/?c=750000000,0,Средний,0
"кольцо bgl store кольцо бабочка без вставок размер регулируемый бижутерный сплав, без вставок, серебристый",250,250,0%,0,0,all,https://kaspi.kz/shop/p/kol-tso-bgl-store-kol-tso-babochka-bez-vstavok-razmer-reguliruemyi-bizhuternyi-splav-bez-vstavok-serebristyi-145661121/?c=750000000,0,Бюджет,0
"sokolov 94011490_17-5 размер 17.5 вес 1.14 г серебро, фианит",6851,6851,0%,0,0,all,https://kaspi.kz/shop/p/sokolov-94011490-17-5-razmer-17-5-ves-1-14-g-serebro-fianit-106507349/?c=750000000,0,Премиум,0
цепь длина 35 см бижутерный сплав без вставок,205,205,0%,0,0,all,https://kaspi.kz/shop/p/tsep-dlina-35-sm-bizhuternyi-splav-bez-vstavok-118440848/?c=750000000,0,Бюджет,0
"конго toptrend бижутерный сплав, без вставок",979,979,0%,0,0,all,https://kaspi.kz/shop/p/kongo-toptrend-bizhuternyi-splav-bez-vstavok-146304156/?c=750000000,0,Средний,0
"billiza длина 17 см бижутерный сплав, эмаль",290,290,0%,0,0,all,https://kaspi.kz/shop/p/billiza-with-kazakh-ornament-2-dlina-17-sm-bizhuternyi-splav-emal--139117618/?c=750000000,0,Бюджет,0
"цепь larey ""ты и я"" длина 45 см бижутерный сплав эмаль",990,990,0%,0,0,all,https://kaspi.kz/shop/p/tsep-larey-ty-i-ja-dlina-45-sm-bizhuternyi-splav-emal--145802438/?c=750000000,0,Средний,0
"чокер длина 120 см искусственная замша, бижутерный сплав пластик",500,500,0%,0,0,all,https://kaspi.kz/shop/p/choker-dlina-120-sm-bizhuternyi-splav-iskusstvennaja-zamsha-plastik-118055543/?c=750000000,0,Средний,0
цепь stainless steel длина 160 см титан перламутр,1163,1163,0%,0,0,all,https://kaspi.kz/shop/p/tsep-stainless-steel-dlina-160-sm-titan-perlamutr-118520969/?c=750000000,0,Премиум,0
цепь длина 45 см бижутерный сплав без вставок,240,240,0%,0,0,all,https://kaspi.kz/shop/p/tsep-dlina-45-sm-bizhuternyi-splav-bez-vstavok-115699185/?c=750000000,0,Бюджет,0
"длина 40 см бижутерный сплав, жемчуг",600,600,0%,0,0,all,https://kaspi.kz/shop/p/dlina-40-sm-bizhuternyi-splav-zhemchug-131391787/?c=750000000,0,Средний,0
"18 карат сотуар длина 70 см бижутерный сплав, жемчуг",450,450,0%,0,0,all,https://kaspi.kz/shop/p/18-karat-sotuar-dlina-70-sm-bizhuternyi-splav-zhemchug-129569360/?c=750000000,0,Средний,0
"серьги титан, бижутерный сплав, без вставок",629,629,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-titan-bizhuternyi-splav-bez-vstavok-114777326/?c=750000000,0,Средний,0
"530180zg длина 55 см, вес 5 г серебро, плетение фантазийное",997,997,0%,0,0,all,https://kaspi.kz/shop/p/530180zg-dlina-55-sm-ves-5-g-serebro-pletenie-fantaziinoe-114776279/?c=750000000,0,Премиум,0
"fashion jewelry 1359nur длина 23 см бижутерный сплав, без вставок",179,179,0%,0,0,all,https://kaspi.kz/shop/p/fashion-jewelry-1359nur-dlina-23-sm-bizhuternyi-splav-bez-vstavok-106433397/?c=750000000,0,Бюджет,0
"колье diamant exclusive italy 3875 длина 45 см вес 4.67 г серебро, кристалл",7686,7686,0%,0,0,all,https://kaspi.kz/shop/p/kol-e-diamant-exclusive-italy-3875-dlina-45-sm-ves-4-67-g-serebro-kristall-132731406/?c=750000000,0,Премиум,0
"брошь 2шт металл, пластик, пластик",283,283,0%,0,0,all,https://kaspi.kz/shop/p/brosh-2sht-metall-plastik-plastik-116101929/?c=750000000,0,Бюджет,0
цепь larey 7335667775555 длина 40 см бижутерный сплав без вставок,890,890,0%,0,0,all,https://kaspi.kz/shop/p/tsep-larey-7335667775555-dlina-40-sm-bizhuternyi-splav-bez-vstavok-118116042/?c=750000000,0,Средний,0
"larey длина 21 см натуральная кожа, натуральный камень, тигровый глаз, шунгит",2500,2500,0%,0,0,all,https://kaspi.kz/shop/p/larey-7534568899-dlina-21-sm-natural-naja-kozha-natural-nyi-kamen-tigrovyi-glaz-shungit-116869085/?c=750000000,0,Премиум,0
"umo длина 19.21 см титан, без вставок",1500,1500,0%,0,0,all,https://kaspi.kz/shop/p/umo-133888663-dlina-19-21-sm-titan-bez-vstavok-151500674/?c=750000000,0,Премиум,0
"брошь larey золотой шёпот бижутерный сплав, жемчуг, стразы",990,990,0%,0,0,all,https://kaspi.kz/shop/p/brosh-larey-zolotoi-shjopot-bizhuternyi-splav-zhemchug-strazy-148401276/?c=750000000,0,Средний,0
"larey длина 18 см силикон, без вставок",890,890,0%,0,0,all,https://kaspi.kz/shop/p/larey-874235674346-dlina-18-sm-silikon-bez-vstavok-116042168/?c=750000000,0,Средний,0
"титан, без вставок",1098,1098,0%,0,0,all,https://kaspi.kz/shop/p/titan-bez-vstavok-142010774/?c=750000000,0,Премиум,0
"серьги stilva 2025 бижутерный сплав, эмаль",1280,1280,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-stilva-2025-bizhuternyi-splav-emal--151061188/?c=750000000,0,Премиум,0
"пусеты пластик, жемчуг",285,285,0%,0,0,all,https://kaspi.kz/shop/p/pusety-plastik-zhemchug-143096880/?c=750000000,0,Бюджет,0
"кольцо размер регулируемый нержавеющая сталь, пластик",800,800,0%,0,0,all,https://kaspi.kz/shop/p/kol-tso-razmer-reguliruemyi-nerzhavejuschaja-stal-plastik-123593845/?c=750000000,0,Средний,0
цепь 30323149_719365992 длина 60 см бижутерный сплав без вставок,375,375,0%,0,0,all,https://kaspi.kz/shop/p/tsep-30323149-719365992-dlina-60-sm-bizhuternyi-splav-bez-vstavok-128621955/?c=750000000,0,Бюджет,0
"конго серебрико нежные сережки вес 2 г серебро, без вставок",890,890,0%,0,0,all,https://kaspi.kz/shop/p/kongo-serebriko-nezhnye-serezhki-ves-2-g-serebro-bez-vstavok-145118068/?c=750000000,0,Средний,0
"серьги ador rk2708 11 вес 2.6 г серебро, фианит",999,999,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-ador-rk2708-11-ves-2-6-g-serebro-fianit-133981741/?c=750000000,0,Премиум,0
"золото россии 18639243_564722zhaqsylyqkor длина 19 см, вес 2 г серебро, плетение якорное",900,900,0%,0,0,all,https://kaspi.kz/shop/p/zoloto-rossii-18639243-564722zhaqsylyqkor-dlina-19-sm-ves-2-g-serebro-pletenie-jakornoe-115205754/?c=750000000,0,Средний,0
"busina dzi pvl bd00270 длина 17 см натуральный камень, лунный камень (адуляр)",899,899,0%,0,0,all,https://kaspi.kz/shop/p/busina-dzi-pvl-bd00270-dlina-17-sm-natural-nyi-kamen-lunnyi-kamen-aduljar--106630566/?c=750000000,0,Средний,0
"лабрет zenor титановый сплав, фианит, 8 мм",1250,1250,0%,0,0,all,https://kaspi.kz/shop/p/labret-zenor-lb-08-titanovyi-splav-fianit-160478449/?c=750000000,0,Премиум,0
"кольцо размер 16 титан, нержавеющая сталь, без вставок",667,667,0%,0,0,all,https://kaspi.kz/shop/p/kol-tso-razmer-16-titan-nerzhavejuschaja-stal-bez-vstavok-120113690/?c=750000000,0,Средний,0
цепь 7480-40 длина 42 см бижутерный сплав без вставок,343,343,0%,0,0,all,https://kaspi.kz/shop/p/tsep-7480-40-dlina-42-sm-bizhuternyi-splav-bez-vstavok-134217327/?c=750000000,0,Бюджет,0
"булавка золото базовая коллекция латунь, без вставок",807,807,0%,0,0,all,https://kaspi.kz/shop/p/bulavka-zoloto-bazovaja-kollektsija-latun-bez-vstavok-136396283/?c=750000000,0,Средний,0
"серьги sokolov 92021177 вес 2.13 г серебро, фианит, топаз",16021,16021,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-sokolov-92021177-ves-2-13-g-serebro-fianit-topaz-101078302/?c=750000000,0,Премиум,0
"серьги xuping jewelry xuping jewelry бижутерный сплав, без вставок",835,835,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-xuping-jewelry-xuping-jewelry-bizhuternyi-splav-bez-vstavok-106274220/?c=750000000,0,Средний,0
"jasla 12565784444 размер 17.5 вес 5 г серебро, фианит",10000,10000,0%,0,0,all,https://kaspi.kz/shop/p/jasla-12565784444-razmer-17-5-ves-5-g-serebro-fianit-145077419/?c=750000000,0,Премиум,0
"серьги modu бижутерный сплав, без вставок",320,320,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-modu-bazovaja-kollektsija-bizhuternyi-splav-bez-vstavok-139814502/?c=750000000,0,Бюджет,0
"кольцо размер регулируемый бижутерный сплав, стразы",799,799,0%,0,0,all,https://kaspi.kz/shop/p/kol-tso-razmer-reguliruemyi-bizhuternyi-splav-strazy-122330476/?c=750000000,0,Средний,0
четки электронные пластик 13 см без камней,85,85,0%,0,0,all,https://kaspi.kz/shop/p/chetki-elektronnye-plastik-13-sm-bez-kamnei-109126033/?c=750000000,0,Бюджет,0
"серьги 2024-2025 бижутерный сплав, аквамарин",198,198,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-2024-2025-bizhuternyi-splav-akvamarin-128248395/?c=750000000,0,Бюджет,0
"набор fashion jewelry бижутерный сплав, стекло",1271,1271,0%,0,0,all,https://kaspi.kz/shop/p/nabor-fashion-jewelry-bizhuternyi-splav-steklo-117269908/?c=750000000,0,Премиум,0
"брошь нержавеющая сталь, стекло",431,431,0%,0,0,all,https://kaspi.kz/shop/p/brosh-bazovaja-kollektsija-nerzhavejuschaja-stal-biser-kristally-124225019/?c=750000000,0,Бюджет,0
"серебро россии серебро комплект проба 925 вес 12 г серебро, муассанит",4250,4250,0%,0,0,all,https://kaspi.kz/shop/p/serebro-rossii-serebro-komplekt-proba-925-ves-12-g-serebro-muassanit-134637354/?c=750000000,0,Премиум,0
"пусеты dassy лабораторные бриллианты с сертификатом вес 2.22 г серебро, синтетический сапфир",8500,8500,0%,0,0,all,https://kaspi.kz/shop/p/pusety-dassy-laboratornye-brillianty-s-sertifikatom-ves-2-22-g-serebro-sinteticheskii-sapfir-150787544/?c=750000000,0,Премиум,0
"585 золотой 01112 длина 20 см серебро, золото, без вставок",1285,1285,0%,0,0,all,https://kaspi.kz/shop/p/585-zolotoi-01112-dlina-20-sm-serebro-zoloto-bez-vstavok-122432122/?c=750000000,0,Премиум,0
"серьги бижутерный сплав, эпоксидная смола, эпоксидная смола, ювелирная смола",260,260,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-bizhuternyi-splav-epoksidnaja-smola-epoksidnaja-smola-juvelirnaja-smola-122702725/?c=750000000,0,Бюджет,0
"пусеты медицинская сталь, без вставок",141,141,0%,0,0,all,https://kaspi.kz/shop/p/pusety-meditsinskaja-stal-bez-vstavok-131184629/?c=750000000,0,Бюджет,0
"серьги 13.23 space бижутерный сплав, эпоксидная смола",499,499,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-13-23-space-bizhuternyi-splav-epoksidnaja-smola-130756484/?c=750000000,0,Средний,0
"миллионера/дзи длина 19 см натуральный камень, агат, хризопраз",1291,1291,0%,0,0,all,https://kaspi.kz/shop/p/millionera-dzi-dlina-19-sm-natural-nyi-kamen-agat-hrizopraz-117514198/?c=750000000,0,Премиум,0
"ns_collections длина 45 см медицинская сталь, без вставок",580,580,0%,0,0,all,https://kaspi.kz/shop/p/ns-collections-dlina-45-sm-meditsinskaja-stal-bez-vstavok-110676739/?c=750000000,0,Средний,0
чокер длина 120 см текстиль без вставок,400,400,0%,0,0,all,https://kaspi.kz/shop/p/choker-dlina-120-sm-tekstil-bez-vstavok-114890880/?c=750000000,0,Бюджет,0
"серьги larey elegant silver бижутерный сплав, стразы",890,890,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-larey-elegant-silver-bizhuternyi-splav-strazy-154628271/?c=750000000,0,Средний,0
"emeli lux 010250 вес 8 г серебро, фианит",14000,14000,0%,0,0,all,https://kaspi.kz/shop/p/emeli-lux-010250-ves-8-g-serebro-fianit-141796713/?c=750000000,0,Премиум,0
"брошь медицинское золото, кристаллы swarovski",984,984,0%,0,0,all,https://kaspi.kz/shop/p/brosh-meditsinskoe-zoloto-kristally-swarovski-115717473/?c=750000000,0,Средний,0
